Document No.,Sell-to Customer No.,Sell-to Customer Name,No.,Description,Posting Date,Quantity,Unit Price Excl. Tax,Amount
PS-INV201908,Z10700,Sysco-Charlotte,F52564,"Cs. Rye Batard 5/8"" 8lvs",4/2/2026,36.,46.38,"1,669.68"
PS-INV201908,Z10700,Sysco-Charlotte,F51044,"Cs. Vienna 5/8"" 8lvs",4/2/2026,48.,28.50,"1,368.00"
PS-INV201908,Z10700,Sysco-Charlotte,F51077,"Cs. Oatie Multigrain 5/8"" 8lvs",4/2/2026,120.,54.38,"6,525.60"
PS-INV201908,Z10700,Sysco-Charlotte,F51384,"Cs. Challah Pullman 7/8""",4/2/2026,240.,51.38,"12,331.20"
PS-INV201990,12431,Ben E Keith - New Brockton,F54301,Cs. Potato Roll Sliced 12-16pk,4/2/2026,56.,50.05,"2,802.80"
PS-INV201990,12431,Ben E Keith - New Brockton,F51137,"Cs. Texas Toast 3/4"" 12lvs",4/2/2026,252.,36.00,"9,072.00"
PS-INV201990,12431,Ben E Keith - New Brockton,F53122,"Cs. 8"" Italian Hinged 12-6pk",4/2/2026,56.,30.00,"1,680.00"
PS-INV201990,12431,Ben E Keith - New Brockton,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",4/2/2026,140.,40.00,"5,600.00"
PS-INV201990,12431,Ben E Keith - New Brockton,F51381,Cs. Challah Pullman Unsliced 10lvs,4/2/2026,28.,50.95,"1,426.60"
PS-INV202693,12989,Sysco Little Rock Arkansas,F53116,"Cs. 7"" French Hinged 12",4/9/2026,56.,35.75,"2,002.00"
PS-INV202693,12989,Sysco Little Rock Arkansas,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/9/2026,28.,50.60,"1,416.80"
PS-INV202693,12989,Sysco Little Rock Arkansas,F53115,"Cs. 7"" French Unsliced 12-6pk",4/9/2026,196.,35.00,"6,860.00"
PS-INV202991,12707,PFG Florence SC,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/13/2026,168.,46.60,"7,828.80"
PS-INV202992,10540-02,PFG Valdosta GA,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/6/2026,92.,42.60,"3,919.20"
PS-INV202992,10540-02,PFG Valdosta GA,F54301,Cs. Potato Roll Sliced 12-16pk,4/6/2026,8.,41.15,329.20
PS-INV202992,10540-02,PFG Valdosta GA,F53110,Cs. Foot Long Challah Hot Dog Buns 10-6pk,4/6/2026,16.,39.25,628.00
PS-INV202992,10540-02,PFG Valdosta GA,F51000,Cs. Rye Bread 8lvs,4/6/2026,4.,41.60,166.40
PS-INV202992,10540-02,PFG Valdosta GA,F53106,Cs. Large Hot Dog 12-6pk,4/6/2026,1.,36.50,36.50
PS-INV202992,10540-02,PFG Valdosta GA,F53105,"Cs. 6"" White Hot Dog 16-8pk",4/6/2026,50.,34.50,"1,725.00"
PS-INV203005,10540-03,PFG Louisville TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/9/2026,336.,42.60,"14,313.60"
PS-INV203005,10540-03,PFG Louisville TN,F52552,Cs. Multigrain Batard Unsliced 8lvs,4/9/2026,4.,64.00,256.00
PS-INV203005,10540-03,PFG Louisville TN,F53180,Cs. Large Pumpernickel Sub 6-6pk,4/9/2026,0.,35.65,-
PS-INV203005,10540-03,PFG Louisville TN,F51026,"Cs. Marble Rye 3/4"" 8lvs",4/9/2026,12.,54.00,648.00
PS-INV203005,10540-03,PFG Louisville TN,F530501,"Cs. 4.5"" Challah Kaiser 6-12pk",4/9/2026,32.,38.30,"1,225.60"
PS-INV203005,10540-03,PFG Louisville TN,F51137,"Cs. Texas Toast 3/4"" 12lvs",4/9/2026,0.,40.62,-
PS-INV203005,10540-03,PFG Louisville TN,F530421,"Cs. 4.5"" Challah Buns 6-12pk.",4/9/2026,84.,38.30,"3,217.20"
PS-INV203005,10540-03,PFG Louisville TN,F53105,"Cs. 6"" White Hot Dog 16-8pk",4/9/2026,168.,34.50,"5,796.00"
PS-INV203005,10540-03,PFG Louisville TN,F53072,"Cs. 5"" Challah Bun 8-8pk",4/9/2026,8.,38.07,304.56
PS-INV203005,10540-03,PFG Louisville TN,F53106,Cs. Large Hot Dog 12-6pk,4/9/2026,28.,36.07,"1,009.96"
PS-INV203005,10540-03,PFG Louisville TN,F52007,"Cs. 22"" 17oz French 10-2pk",4/9/2026,0.,42.00,-
PS-INV203005,10540-03,PFG Louisville TN,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",4/9/2026,48.,43.82,"2,103.36"
PS-INV203005,10540-03,PFG Louisville TN,F53160,Cs. Large White Sub 6-6pk,4/9/2026,0.,34.20,-
PS-INV203005,10540-03,PFG Louisville TN,F53091,"Cs. 6"" Hoagie Slab Cut",4/9/2026,16.,35.00,560.00
PS-INV203039,13077,"Ben E Keith - Little Rock, AR",F53122,"Cs. 8"" Italian Hinged 12-6pk",4/7/2026,224.,30.00,"6,720.00"
PS-INV203042,10719-9,US Foods -Carolinas/Ft.Mill,F53002,"Cs. 4"" Challah Sesame Bun 8-12pk",4/13/2026,112.,37.66,"4,217.92"
PS-INV203042,10719-9,US Foods -Carolinas/Ft.Mill,F51137,"Cs. Texas Toast 3/4"" 12lvs",4/13/2026,84.,40.00,"3,360.00"
PS-INV203042,10719-9,US Foods -Carolinas/Ft.Mill,F53122,"Cs. 8"" Italian Hinged 12-6pk",4/13/2026,8.,39.00,312.00
PS-INV203042,10719-9,US Foods -Carolinas/Ft.Mill,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/13/2026,112.,44.00,"4,928.00"
PS-INV203042,10719-9,US Foods -Carolinas/Ft.Mill,F53100,Cs. Hot Dog pl/sl 12-8pk,4/13/2026,4.,37.00,148.00
PS-INV203042,10719-9,US Foods -Carolinas/Ft.Mill,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",4/13/2026,196.,39.00,"7,644.00"
PS-INV203099,11394,La Cosecha Food Service,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",4/8/2026,25.,30.32,758.00
PS-INV203099,11394,La Cosecha Food Service,F530401,"Cs. 4.5"" Sesame 6-12pk",4/8/2026,45.,34.18,"1,538.10"
PS-INV203099,11394,La Cosecha Food Service,F53127,"Cs. 8"" Philly 10-6pks",4/8/2026,20.,53.20,"1,064.00"
PS-INV203187,10500-2,Mercedes Benz Stadium,F56251,Cs. Challah Sliders Sliced 18-12pks,3/25/2026,0.,-,-
PS-INV203204,13128,Gordon Food Service - Shepherdsville,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/7/2026,224.,36.82,"8,247.68"
PS-INV203204,13128,Gordon Food Service - Shepherdsville,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",4/7/2026,80.,39.70,"3,176.00"
PS-INV203204,13128,Gordon Food Service - Shepherdsville,F56251,Cs. Challah Sliders Sliced 18-12pks,4/7/2026,544.,39.70,"21,596.80"
PS-INV203216,10511,"Sysco Nashville, LLC",F53072,"Cs. 5"" Challah Bun 8-8pk",4/7/2026,64.,37.05,"2,371.20"
PS-INV203216,10511,"Sysco Nashville, LLC",F51200,"Cs. Jalapeno Corn Hearth 5/8"" 8lvs",4/7/2026,48.,60.07,"2,883.36"
PS-INV203216,10511,"Sysco Nashville, LLC",F51414,"Cs. Cranberry 9 Grain Hearth 5/8"" 8lvs",4/7/2026,56.,64.00,"3,584.00"
PS-INV203216,10511,"Sysco Nashville, LLC",F53001,"Cs. 4"" Brioche Bun 8-12pk",4/7/2026,216.,46.10,"9,957.60"
PS-INV203216,10511,"Sysco Nashville, LLC",F530491,Cs. 4.5 Brioche Bun 6-12pk,4/7/2026,28.,36.35,"1,017.80"
PS-INV203216,10511,"Sysco Nashville, LLC",F53116,"Cs. 7"" French Hinged 12",4/7/2026,64.,38.00,"2,432.00"
PS-INV203216,10511,"Sysco Nashville, LLC",F53128,"Cs. 8"" Philly Unsliced 10-6pk",4/7/2026,140.,45.00,"6,300.00"
PS-INV203221,12358,PFG Powell GA,F51024,"Cs. Marble Rye 5/8"" 8lvs",4/6/2026,12.,45.00,540.00
PS-INV203221,12358,PFG Powell GA,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/6/2026,48.,42.60,"2,044.80"
PS-INV203221,12358,PFG Powell GA,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",4/6/2026,160.,40.00,"6,400.00"
PS-INV203452,10719-6,US Foods - Alcoa TN.,F530491,Cs. 4.5 Brioche Bun 6-12pk,4/14/2026,16.,40.00,640.00
PS-INV203452,10719-6,US Foods - Alcoa TN.,F52540,"Cs. Sour Dough Batard 1/2"" 8lvs",4/14/2026,8.,56.00,448.00
PS-INV203452,10719-6,US Foods - Alcoa TN.,F51136,"Cs. Texas Toast 1"" 12lvs",4/14/2026,32.,40.12,"1,283.84"
PS-INV203452,10719-6,US Foods - Alcoa TN.,F51004,"Cs. Rye 5/8"" 8lvs",4/14/2026,12.,42.03,504.36
PS-INV203452,10719-6,US Foods - Alcoa TN.,F53025,Cs. Sesame Challah Kaiser 8-12pk,4/14/2026,212.,39.00,"8,268.00"
PS-INV203452,10719-6,US Foods - Alcoa TN.,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",4/14/2026,28.,36.24,"1,014.72"
PS-INV203452,10719-6,US Foods - Alcoa TN.,F56251,Cs. Challah Sliders Sliced 18-12pks,4/14/2026,28.,41.50,"1,162.00"
PS-INV203452,10719-6,US Foods - Alcoa TN.,F51066,"Cs. Honey Wheat 3/4"" 8lvs",4/14/2026,20.,35.21,704.20
PS-INV203452,10719-6,US Foods - Alcoa TN.,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/14/2026,196.,45.49,"8,916.04"
PS-INV203452,10719-6,US Foods - Alcoa TN.,F530501,"Cs. 4.5"" Challah Kaiser 6-12pk",4/14/2026,12.,37.02,444.24
PS-INV203452,10719-6,US Foods - Alcoa TN.,F51084,Cs. Wheatberry Hearth,4/14/2026,4.,52.47,209.88
PS-INV203452,10719-6,US Foods - Alcoa TN.,F51024,"Cs. Marble Rye 5/8"" 8lvs",4/14/2026,12.,54.00,648.00
PS-INV203452,10719-6,US Foods - Alcoa TN.,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",4/14/2026,16.,43.20,691.20
PS-INV203452,10719-6,US Foods - Alcoa TN.,F51157,"Cs. Challah Hearth 7/8"" 8lvs",4/14/2026,28.,44.15,"1,236.20"
PS-INV203452,10719-6,US Foods - Alcoa TN.,F53028,"Cs. 4"" Sour Dough Bun 8-12pk",4/14/2026,4.,47.40,189.60
PS-INV203452,10719-6,US Foods - Alcoa TN.,F53006,"Cs. 4"" Wheat Bun 8-12pk",4/14/2026,12.,40.22,482.64
PS-INV203452,10719-6,US Foods - Alcoa TN.,F53127,"Cs. 8"" Philly 10-6pks",4/14/2026,84.,42.37,"3,559.08"
PS-INV203452,10719-6,US Foods - Alcoa TN.,F51343,"Cs. White Bread Pullman 3/4"" 10lvs",4/14/2026,20.,42.22,844.40
PS-INV203452,10719-6,US Foods - Alcoa TN.,F53086,"Cs. 3.5"" Plain Hamburger Bun 8-12pk",4/14/2026,4.,36.24,144.96
PS-INV203452,10719-6,US Foods - Alcoa TN.,F52035,Cs. French Boule 12-2pk,4/14/2026,28.,32.55,911.40
PS-INV203452,10719-6,US Foods - Alcoa TN.,F53106,Cs. Large Hot Dog 12-6pk,4/14/2026,8.,35.57,284.56
PS-INV203452,10719-6,US Foods - Alcoa TN.,F52032,Cs. 8oz Sour Dough Boule 12-2pk,4/14/2026,28.,41.25,"1,155.00"
PS-INV203452,10719-6,US Foods - Alcoa TN.,F53024,"Cs. 4"" Challah Kaiser 8-12pk",4/14/2026,28.,40.22,"1,126.16"
PS-INV203580,10719-12,US Foods - Port Orange,F53002,"Cs. 4"" Challah Sesame Bun 8-12pk",4/13/2026,520.,41.66,"21,663.20"
PS-INV203580,10719-12,US Foods - Port Orange,F52007,"Cs. 22"" 17oz French 10-2pk",4/13/2026,96.,39.96,"3,836.16"
PS-INV203580,10719-12,US Foods - Port Orange,F53000,"Cs. 4"" Hamburger Bun 8-12pk",4/13/2026,64.,33.50,"2,144.00"
PS-INV203842,20334,Sysco Atlanta,F53106,Cs. Large Hot Dog 12-6pk,4/24/2026,12.,36.50,438.00
PS-INV203842,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12",4/24/2026,56.,31.42,"1,759.52"
PS-INV203842,20334,Sysco Atlanta,F51024,"Cs. Marble Rye 5/8"" 8lvs",4/24/2026,12.,43.26,519.12
PS-INV203842,20334,Sysco Atlanta,F51127,Cs. Challah 3-Braid 8,4/24/2026,20.,43.26,865.20
PS-INV203842,20334,Sysco Atlanta,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/24/2026,140.,43.36,"6,070.40"
PS-INV203842,20334,Sysco Atlanta,F53033,"Cs. 4"" Parker House 8-12pk",4/24/2026,56.,39.53,"2,213.68"
PS-INV203842,20334,Sysco Atlanta,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",4/24/2026,40.,41.20,"1,648.00"
PS-INV203842,20334,Sysco Atlanta,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",4/24/2026,28.,38.19,"1,069.32"
PS-INV203842,20334,Sysco Atlanta,F53140,"Cs. Knuckies 8"" White 12-6pk",4/24/2026,20.,41.00,820.00
PS-INV204211,10719-13,US Foods - Montgomery,F53005,"Cs. 4"" Gourmet PDS Bun 8-12pk",4/16/2026,84.,37.00,"3,108.00"
PS-INV204211,10719-13,US Foods - Montgomery,F53010,Cs. Onion Roll 8-12pk,4/16/2026,56.,42.00,"2,352.00"
PS-INV204211,10719-13,US Foods - Montgomery,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/16/2026,168.,42.00,"7,056.00"
PS-INV204211,10719-13,US Foods - Montgomery,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",4/16/2026,252.,38.08,"9,596.16"
PS-INV204212,10540-03,PFG Louisville TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/3/2026,336.,42.60,"14,313.60"
PS-INV204212,10540-03,PFG Louisville TN,F52552,Cs. Multigrain Batard Unsliced 8lvs,4/3/2026,4.,64.00,256.00
PS-INV204212,10540-03,PFG Louisville TN,F53013,"Cs. 4"" Vidalia 8-12pk",4/3/2026,15.,46.00,690.00
PS-INV204212,10540-03,PFG Louisville TN,F53105,"Cs. 6"" White Hot Dog 16-8pk",4/3/2026,54.,34.50,"1,863.00"
PS-INV204213,10719-4,US Foods - Columbia/Lexington,F53094,"Cs. 6"" Italian 12-6pks",4/8/2026,32.,39.00,"1,248.00"
PS-INV204213,10719-4,US Foods - Columbia/Lexington,F530041,"Cs. 4"" S&P Brioche Bun 8-12pk",4/8/2026,16.,46.00,736.00
PS-INV204213,10719-4,US Foods - Columbia/Lexington,F51044,"Cs. Vienna 5/8"" 8lvs",4/8/2026,16.,40.00,640.00
PS-INV204213,10719-4,US Foods - Columbia/Lexington,F53093,"Cs. 6"" Philly Unsliced 12-6pk",4/8/2026,8.,47.20,377.60
PS-INV204213,10719-4,US Foods - Columbia/Lexington,F51026,"Cs. Marble Rye 3/4"" 8lvs",4/8/2026,24.,52.00,"1,248.00"
PS-INV204213,10719-4,US Foods - Columbia/Lexington,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/8/2026,24.,43.50,"1,044.00"
PS-INV204213,10719-4,US Foods - Columbia/Lexington,F51020,"Cs. Marble Rye 1/2"" 8lvs",4/8/2026,16.,52.00,832.00
PS-INV204213,10719-4,US Foods - Columbia/Lexington,F53024,"Cs. 4"" Challah Kaiser 8-12pk",4/8/2026,16.,38.25,612.00
PS-INV204214,13244,PFG Cedar Rapids IA,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/21/2026,560.,42.60,"23,856.00"
PS-INV204214,13244,PFG Cedar Rapids IA,F53105,"Cs. 6"" White Hot Dog 16-8pk",4/21/2026,224.,34.50,"7,728.00"
PS-INV204215,13244,PFG Cedar Rapids IA,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/28/2026,756.,42.60,"32,205.60"
PS-INV204215,13244,PFG Cedar Rapids IA,F53105,"Cs. 6"" White Hot Dog 16-8pk",4/28/2026,84.,34.50,"2,898.00"
PS-INV204216,13244,PFG Cedar Rapids IA,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/14/2026,476.,42.60,"20,277.60"
PS-INV204216,13244,PFG Cedar Rapids IA,F53110,Cs. Foot Long Challah Hot Dog Buns 10-6pk,4/14/2026,84.,39.25,"3,297.00"
PS-INV204216,13244,PFG Cedar Rapids IA,F53105,"Cs. 6"" White Hot Dog 16-8pk",4/14/2026,260.,34.50,"8,970.00"
PS-INV204216,13244,PFG Cedar Rapids IA,F53094,"Cs. 6"" Italian 12-6pks",4/14/2026,17.,35.00,595.00
PS-INV204535,12988,Sysco Norman OK,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/14/2026,840.,46.00,"38,640.00"
PS-INV205928,10547,PFG Hale TN,F51024,"Cs. Marble Rye 5/8"" 8lvs",4/22/2026,28.,46.25,"1,295.00"
PS-INV205928,10547,PFG Hale TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/22/2026,168.,42.00,"7,056.00"
PS-INV205928,10547,PFG Hale TN,F530421,"Cs. 4.5"" Challah Buns 6-12pk.",4/22/2026,252.,38.30,"9,651.60"
PS-INV205928,10547,PFG Hale TN,F53000,"Cs. 4"" Hamburger Bun 8-12pk",4/22/2026,12.,33.25,399.00
PS-INV205928,10547,PFG Hale TN,F53098,Cs. Onion Club 12-6pk,4/22/2026,108.,35.75,"3,861.00"
PS-INV205928,10547,PFG Hale TN,F530491,Cs. 4.5 Brioche Bun 6-12pk,4/22/2026,56.,40.00,"2,240.00"
PS-INV205933,10711,Cheney Bros Statesville,F53032,"Cs. 4"" Potato Bun 8-12pk",4/14/2026,28.,40.60,"1,136.80"
PS-INV205933,10711,Cheney Bros Statesville,F530142,Cs. Knot Roll 8-12pk,4/14/2026,308.,33.42,"10,293.36"
PS-INV205949,10549,PFG Nashville TN,F53002,"Cs. 4"" Challah Sesame Bun 8-12pk",4/21/2026,20.,37.50,750.00
PS-INV205949,10549,PFG Nashville TN,F53070,"Cs. 5"" Challah Sesame Buns ",4/21/2026,32.,34.50,"1,104.00"
PS-INV205982,1-4,Heath West,F52007,"Cs. 22"" 17oz French 10-2pk",4/13/2026,15.,-,-
PS-INV205982,1-4,Heath West,F53180,Cs. Large Pumpernickel Sub 6-6pk,4/13/2026,1.,-,-
PS-INV205982,1-4,Heath West,F53170,Cs. Large Country Wheat Sub 6-6pk,4/13/2026,1.,-,-
PS-INV206269,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12",4/16/2026,28.,31.42,879.76
PS-INV206269,20334,Sysco Atlanta,F51024,"Cs. Marble Rye 5/8"" 8lvs",4/16/2026,12.,43.26,519.12
PS-INV206269,20334,Sysco Atlanta,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/16/2026,168.,43.36,"7,284.48"
PS-INV206269,20334,Sysco Atlanta,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",4/16/2026,20.,41.20,824.00
PS-INV206269,20334,Sysco Atlanta,F51157,"Cs. Challah Hearth 7/8"" 8lvs",4/16/2026,12.,42.02,504.24
PS-INV206269,20334,Sysco Atlanta,F53140,"Cs. Knuckies 8"" White 12-6pk",4/16/2026,60.,41.00,"2,460.00"
PS-INV206271,13128,Gordon Food Service - Shepherdsville,F51084,Cs. Wheatberry Hearth,4/16/2026,48.,33.30,"1,598.40"
PS-INV206271,13128,Gordon Food Service - Shepherdsville,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/16/2026,96.,36.82,"3,534.72"
PS-INV206271,13128,Gordon Food Service - Shepherdsville,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",4/16/2026,128.,39.70,"5,081.60"
PS-INV206271,13128,Gordon Food Service - Shepherdsville,F56251,Cs. Challah Sliders Sliced 18-12pks,4/16/2026,576.,39.70,"22,867.20"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F530491,Cs. 4.5 Brioche Bun 6-12pk,4/21/2026,28.,40.00,"1,120.00"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F52540,"Cs. Sour Dough Batard 1/2"" 8lvs",4/21/2026,4.,56.00,224.00
PS-INV206275,10719-6,US Foods - Alcoa TN.,F51136,"Cs. Texas Toast 1"" 12lvs",4/21/2026,44.,40.12,"1,765.28"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F51004,"Cs. Rye 5/8"" 8lvs",4/21/2026,4.,42.03,168.12
PS-INV206275,10719-6,US Foods - Alcoa TN.,F53025,Cs. Sesame Challah Kaiser 8-12pk,4/21/2026,252.,39.00,"9,828.00"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",4/21/2026,100.,36.24,"3,624.00"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F51066,"Cs. Honey Wheat 3/4"" 8lvs",4/21/2026,28.,35.21,985.88
PS-INV206275,10719-6,US Foods - Alcoa TN.,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/21/2026,28.,45.49,"1,273.72"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F530501,"Cs. 4.5"" Challah Kaiser 6-12pk",4/21/2026,16.,37.02,592.32
PS-INV206275,10719-6,US Foods - Alcoa TN.,F51084,Cs. Wheatberry Hearth,4/21/2026,8.,52.47,419.76
PS-INV206275,10719-6,US Foods - Alcoa TN.,F51024,"Cs. Marble Rye 5/8"" 8lvs",4/21/2026,8.,54.00,432.00
PS-INV206275,10719-6,US Foods - Alcoa TN.,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",4/21/2026,4.,43.20,172.80
PS-INV206275,10719-6,US Foods - Alcoa TN.,F51157,"Cs. Challah Hearth 7/8"" 8lvs",4/21/2026,72.,44.15,"3,178.80"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F53100,Cs. Hot Dog pl/sl 12-8pk,4/21/2026,20.,36.60,732.00
PS-INV206275,10719-6,US Foods - Alcoa TN.,F53006,"Cs. 4"" Wheat Bun 8-12pk",4/21/2026,4.,40.22,160.88
PS-INV206275,10719-6,US Foods - Alcoa TN.,F53127,"Cs. 8"" Philly 10-6pks",4/21/2026,98.,42.37,"4,152.26"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F51343,"Cs. White Bread Pullman 3/4"" 10lvs",4/21/2026,14.,42.22,591.08
PS-INV206275,10719-6,US Foods - Alcoa TN.,F52035,Cs. French Boule 12-2pk,4/21/2026,32.,32.55,"1,041.60"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F53106,Cs. Large Hot Dog 12-6pk,4/21/2026,12.,35.57,426.84
PS-INV206275,10719-6,US Foods - Alcoa TN.,F52032,Cs. 8oz Sour Dough Boule 12-2pk,4/21/2026,28.,41.25,"1,155.00"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F53024,"Cs. 4"" Challah Kaiser 8-12pk",4/21/2026,28.,40.22,"1,126.16"
PS-INV206275,10719-6,US Foods - Alcoa TN.,F53086,"Cs. 3.5"" Plain Hamburger Bun 8-12pk",4/21/2026,8.,36.24,289.92
PS-INV206475,10540-03,PFG Louisville TN,F53160,Cs. Large White Sub 6-6pk,4/2/2026,56.,34.20,"1,915.20"
PS-INV206486,10899,Wood Fruitticher Grocery Co.,F53072,"Cs. 5"" Challah Bun 8-8pk",4/16/2026,32.,34.93,"1,117.76"
PS-INV206486,10899,Wood Fruitticher Grocery Co.,F54301,Cs. Potato Roll Sliced 12-16pk,4/16/2026,36.,40.10,"1,443.60"
PS-INV206486,10899,Wood Fruitticher Grocery Co.,F53115,"Cs. 7"" French Unsliced 12-6pk",4/16/2026,48.,28.88,"1,386.24"
PS-INV206486,10899,Wood Fruitticher Grocery Co.,F51130,Cs. Club White 12lvs,4/16/2026,48.,28.49,"1,367.52"
PS-INV206486,10899,Wood Fruitticher Grocery Co.,F53094,"Cs. 6"" Italian 12-6pks",4/16/2026,224.,25.25,"5,656.00"
PS-INV206486,10899,Wood Fruitticher Grocery Co.,F53116,"Cs. 7"" French Hinged 12",4/16/2026,96.,28.88,"2,772.48"
PS-INV206486,10899,Wood Fruitticher Grocery Co.,F51024,"Cs. Marble Rye 5/8"" 8lvs",4/16/2026,48.,36.63,"1,758.24"
PS-INV206486,10899,Wood Fruitticher Grocery Co.,F53106,Cs. Large Hot Dog 12-6pk,4/16/2026,28.,35.00,980.00
PS-INV206486,10899,Wood Fruitticher Grocery Co.,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/16/2026,280.,40.43,"11,320.40"
PS-INV206678,12438,SGC Foodservice,F56251,Cs. Challah Sliders Sliced 18-12pks,4/3/2026,112.,10.70,"1,198.40"
PS-INV206678,12438,SGC Foodservice,F54014,Cs. White Mountain Dinner Rolls 12-12pk,4/3/2026,84.,9.70,814.80
PS-INV206678,12438,SGC Foodservice,F53116,"Cs. 7"" French Hinged 12",4/3/2026,84.,2.70,226.80
PS-INV206678,12438,SGC Foodservice,F53094,"Cs. 6"" Italian 12-6pks",4/3/2026,56.,4.70,263.20
PS-INV206678,12438,SGC Foodservice,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",4/3/2026,112.,6.52,730.24
PS-INV206678,12438,SGC Foodservice,F51080,"Cs. Wheatberry Hearth 1/2"" 8lvs",4/3/2026,28.,2.00,56.00
PS-INV206678,12438,SGC Foodservice,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",4/3/2026,84.,2.70,226.80
PS-INV206678,12438,SGC Foodservice,F51080,"Cs. Wheatberry Hearth 1/2"" 8lvs",4/3/2026,28.,2.00,56.00
PS-INV206697,13257,PFG Springfield MA,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/21/2026,644.,42.60,"27,434.40"
PS-INV206697,13257,PFG Springfield MA,F53105,"Cs. 6"" White Hot Dog 16-8pk",4/21/2026,140.,34.50,"4,830.00"
PS-INV207091,10540-03,PFG Louisville TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",4/16/2026,252.,42.60,"10,735.20"
PS-INV207091,10540-03,PFG Louisville TN,F51026,"Cs. Marble Rye 3/4"" 8lvs",4/16/2026,4.,54.00,216.00
PS-INV207091,10540-03,PFG Louisville TN,F53091,"Cs. 6"" Hoagie Slab Cut",4/16/2026,4.,35.00,140.00
PS-INV207091,10540-03,PFG Louisville TN,F530421,"Cs. 4.5"" Challah Buns 6-12pk.",4/16/2026,56.,38.30,"2,144.80"
PS-INV207091,10540-03,PFG Louisville TN,F53105,"Cs. 6"" White Hot Dog 16-8pk",4/16/2026,156.,34.50,"5,382.00"
PS-INV207091,10540-03,PFG Louisville TN,F53094,"Cs. 6"" Italian 12-6pks",4/16/2026,84.,35.00,"2,940.00"
PS-INV207091,10540-03,PFG Louisville TN,F51030,Cs. Sour Dough Hearth 8lvs,4/16/2026,8.,43.82,350.56
PS-INV207091,10540-03,PFG Louisville TN,F53072,"Cs. 5"" Challah Bun 8-8pk",4/16/2026,4.,38.07,152.28
PS-INV207091,10540-03,PFG Louisville TN,F53100,Cs. Hot Dog pl/sl 12-8pk,4/16/2026,20.,36.18,723.60
PS-INV207091,10540-03,PFG Louisville TN,F53106,Cs. Large Hot Dog 12-6pk,4/16/2026,8.,36.07,288.56
PS-INV207091,10540-03,PFG Louisville TN,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",4/16/2026,48.,43.82,"2,103.36"
PS-INV207091,10540-03,PFG Louisville TN,F51200,"Cs. Jalapeno Corn Hearth 5/8"" 8lvs",4/16/2026,8.,60.70,485.60
PS-INV207092,13128,Gordon Food Service - Shepherdsville,F51084,Cs. Wheatberry Hearth,4/16/2026,144.,33.30,"4,795.20"
